User-ID,Age,ISBN,Rating
882,23,0743457943,5
882,23,0786866276,0
882,23,0804114986,0
929,36,0345285549,5
929,36,0439404371,8
929,36,0440211727,0
929,36,0440224624,6
929,36,0451169530,6
929,36,055321313X,0
929,36,0553234811,6
929,36,0553250426,0
929,36,0553296981,10
929,36,0671617028,8
929,36,067168390X,0
929,36,0671868691,0
929,36,1573225789,0
1025,33,0060928336,5
1025,33,0142000663,10
1025,33,0330262130,0
1025,33,0345361792,0
1025,33,0380012863,8
1025,33,0552124753,10
1025,33,0552996009,9
1025,33,0552998001,9
1025,33,0590112899,0
1025,33,0590660543,0
1025,33,068484267X,9
1025,33,0743225082,8
1025,33,0749397543,8
1025,33,0971880107,0
1211,22,0099771519,9
1211,22,0330367358,8
1211,22,0330375253,0
1211,22,0385504209,9
1211,22,0440224837,0
1211,22,1559029838,0
1424,,0060512822,7
1424,,0060930535,7
1424,,0061015725,8
1424,,0061097314,5
1424,,0064405176,0
1424,,0099771519,8
1424,,0142001430,7
1424,,0151002290,6
1424,,0385720106,7
1424,,0425158616,0
1424,,0440222656,0
1424,,0440235162,0
1424,,0440236673,0
1424,,0446608815,0
1424,,0452282152,0
1424,,0671776134,8
1424,,0743224574,0
1424,,0767902521,8
1424,,076790382X,0
1424,,0786868716,0
1424,,0786885688,0
1424,,0804106304,6
1435,36,0060915544,10
1435,36,0060922532,0
1435,36,0345370775,0
1435,36,0345378490,5
1435,36,0345380371,0
1435,36,0345387651,5
1435,36,034540288X,0
1435,36,0375400117,0
1435,36,0380718340,0
1435,36,038548951X,0
1435,36,0425133516,0
1435,36,0425161242,0
1435,36,0425169863,0
1435,36,0425180638,0
1435,36,0425182908,0
1435,36,0440211727,0
1435,36,044023722X,0
1435,36,0441172695,0
1435,36,0441172717,0
1435,36,0446611239,10
1435,36,0446672211,8
1435,36,0451183665,7
1435,36,0451208765,4
1435,36,0515127221,0
1435,36,0553568760,0
1435,36,0671024108,0
1435,36,0671024248,4
1435,36,0671028383,0
1435,36,0671042262,0
1435,36,0671537458,0
1435,36,068484267X,8
1435,36,0684848783,5
1435,36,0688177859,0
1435,36,080410753X,10
1435,36,0971880107,5
1435,36,155874262X,10
1674,26,0345384466,7
1674,26,0375725784,10
1674,26,038548951X,10
1674,26,0446525804,0
1674,26,0449912558,5
1674,26,0679429220,0
1733,30,0312971346,0
1733,30,0312983824,5
1733,30,0316089699,5
1733,30,0345447840,10
1733,30,0345447867,0
1733,30,0373218400,9
1733,30,0380018179,0
1733,30,0425181111,7
1733,30,0440168724,9
1733,30,0440213290,0
1733,30,0446360589,0
1733,30,0446364762,5
1733,30,0515118230,8
1733,30,051513287X,9
1733,30,059035342X,10
1733,30,0971880107,1
1848,22,0156027321,10
1848,22,0345342968,10
1848,22,0345348109,9
1848,22,0345353145,0
1848,22,0345378482,8
1848,22,034540288X,0
1848,22,0345417623,8
1848,22,0345422384,0
1848,22,0345422392,0
1848,22,0440211727,0
1848,22,0441102670,0
1848,22,0441172695,0
1848,22,0449219364,0
1848,22,0451169530,5
1848,22,0451177096,0
1848,22,0671027360,0
1848,22,0671027387,0
1848,22,0671510053,0
1848,22,0671758896,0
1848,22,0786868716,10
1848,22,0812511816,10
1848,22,0812550706,8
1903,36,0060392452,0
1903,36,0316777730,10
1903,36,0316779490,0
1903,36,0345339703,0
1903,36,0345339711,0
1903,36,0345339738,0
1903,36,0375706410,0
1903,36,0385492081,0
1903,36,0385720920,0
1903,36,0385722192,2
1903,36,0439064864,0
1903,36,0439136350,0
1903,36,0439139597,0
1903,36,044021145X,0
1903,36,0525947647,0
1903,36,0671041789,0
1903,36,0679430946,10
1903,36,0743211375,0
1903,36,074343627X,0
1903,36,0743457358,0
1903,36,0767902513,0
1903,36,0812550706,10
1903,36,0971880107,0
1903,36,1592400876,0
2030,31,0140298479,10
2030,31,0440108268,10
2030,31,044020562X,10
2033,27,0140386645,8
2033,27,0142000663,10
2033,27,0345337662,5
2033,27,0345351525,0
2033,27,0385265700,0
2033,27,0439064864,9
2033,27,0439136350,9
2033,27,0439139597,9
2033,27,043935806X,9
2033,27,0440213525,0
2033,27,0440220602,0
2033,27,0440221471,0
2033,27,044022165X,0
2033,27,0449003787,0
2033,27,051513628X,6
2033,27,0515136379,0
2033,27,0515136530,0
2033,27,0553573136,8
2033,27,0590353403,9
2033,27,0671776975,0
2033,27,0765342987,10
2033,27,0786889020,0
2033,27,0812575717,10
2110,,0060987529,7
2110,,0140298479,0
2110,,0151008116,5
2110,,0345314255,10
2110,,0345317580,10
2110,,0446394521,0
2110,,0451137965,9
2110,,0451149513,0
2110,,051512463X,8
2110,,0515127396,8
2110,,0515133973,0
2110,,0515134384,5
2110,,059035342X,10
2110,,059045367X,8
2110,,0671042858,0
2110,,0671527215,9
2110,,0671693816,0
2110,,0786868716,0
2179,30,0060392452,9
2179,30,0312263120,8
2179,30,0385504209,10
2179,30,0446532231,9
2179,30,0451524934,8
2179,30,051513287X,0
2179,30,0590353403,10
2179,30,0618002219,9
2276,46,0061030643,8
2276,46,0345303067,0
2276,46,0345366239,0
2276,46,034538475X,0
2276,46,0345391055,0
2276,46,0345404793,9
2276,46,0345413881,0
2276,46,0345447867,9
2276,46,0380002930,9
2276,46,0385505833,5
2276,46,0385510438,0
2276,46,0425119653,8
2276,46,0425155943,0
2276,46,0425158616,0
2276,46,0425172546,9
2276,46,0425177351,0
2276,46,0425182908,4
2276,46,0440220793,7
2276,46,0440221471,10
2276,46,0440236673,10
2276,46,0440241537,0
2276,46,0446605484,0
2276,46,0446607657,0
2276,46,0446609323,9
2276,46,0446609404,0
2276,46,0446612790,10
2276,46,0449212602,0
2276,46,0449227421,0
2276,46,0451153553,0
2276,46,0451161343,0
2276,46,0451167317,0
2276,46,0451184963,0
2276,46,0451204891,9
2276,46,0553250531,0
2276,46,0553263226,10
2276,46,0553287737,0
2276,46,0553575538,10
2276,46,0553576801,8
2276,46,0553582526,9
2276,46,0553583441,0
2276,46,0553583468,10
2276,46,0553584510,9
2276,46,0553585118,10
2276,46,0671001132,0
2276,46,0671016768,8
2276,46,0671797050,10
2276,46,0671868691,0
2276,46,0679429220,0
2276,46,0743439740,0
2276,46,0805063897,10
2276,46,0812511816,0
2276,46,0812517725,8
2276,46,3257229534,0
2358,23,0061099694,0
2358,23,0316666343,0
2358,23,0345413873,0
2358,23,037570504X,0
2358,23,0380726262,0
2358,23,0385337116,0
2358,23,0425136191,0
2358,23,0425169863,0
2358,23,0446516538,0
2358,23,0446603309,0
2358,23,0553277472,0
2358,23,0553277537,0
2358,23,0671021001,0
2358,23,0671027360,0
2358,23,0679720200,0
2358,23,0786881852,0
2358,23,1559029838,0
2766,42,0060392452,0
2766,42,0060958022,8
2766,42,014034294X,9
2766,42,014100018X,0
2766,42,0142001740,0
2766,42,0312305060,0
2766,42,0316284955,0
2766,42,0316666343,9
2766,42,0316776963,0
2766,42,0330262130,0
2766,42,0345378490,0
2766,42,0345384369,0
2766,42,0345391802,0
2766,42,0380710722,0
2766,42,0385486804,0
2766,42,0385508417,7
2766,42,0425178102,5
2766,42,0425181111,0
2766,42,0440204194,8
2766,42,0440207622,0
2766,42,0440211263,8
2766,42,0440213029,0
2766,42,0440213290,0
2766,42,0440214041,0
2766,42,0440219078,8
2766,42,0440221595,8
2766,42,0440224837,0
2766,42,0440225825,0
2766,42,0440236673,0
2766,42,044048474X,7
2766,42,0440498058,0
2766,42,0446310786,10
2766,42,0446516538,6
2766,42,0446606812,0
2766,42,0446611867,7
2766,42,0449005615,9
2766,42,0449215296,0
2766,42,0451183665,0
2766,42,0553279912,7
2766,42,0553573616,0
2766,42,0670030643,8
2766,42,0671510053,0
2766,42,0671617028,0
2766,42,067697175X,0
2766,42,0679751602,6
2766,42,067976402X,0
2766,42,0684801221,10
2766,42,0684874350,0
2766,42,0743412028,0
2766,42,0767902521,8
2766,42,0786867647,0
2766,42,0971880107,6
2766,42,1558745718,7
2766,42,1559029838,0
2766,42,1573225789,0
2891,,0060188731,0
2891,,0060392452,0
2891,,0060921145,0
2891,,0060928336,6
2891,,0060930535,0
2891,,0061097314,0
2891,,0140119906,0
2891,,0140280553,0
2891,,0142001740,7
2891,,0156027321,5
2891,,0312282990,0
2891,,0312305060,0
2891,,0312422156,0
2891,,0374100128,7
2891,,0375703861,0
2891,,0375726403,0
2891,,0380726254,0
2891,,0385474547,0
2891,,0385482388,7
2891,,038548951X,8
2891,,0385503857,9
2891,,0394742117,0
2891,,0425171884,0
2891,,0446607711,0
2891,,0449005615,0
2891,,0449227545,0
2891,,0449912558,9
2891,,0451162072,0
2891,,0452260116,8
2891,,0452282195,0
2891,,0515102652,0
2891,,0517122707,0
2891,,0553208845,0
2891,,0553211404,7
2891,,0553562738,0
2891,,0553575384,0
2891,,0553580515,0
2891,,0671003755,7
2891,,0671004107,0
2891,,0679457313,0
2891,,067976402X,0
2891,,0743225406,0
2891,,080410526X,0
2891,,0804106304,7
2891,,140003065X,9
2891,,1400032717,8
2977,25,0060392452,0
2977,25,006099486X,0
2977,25,0142001430,7
2977,25,0316569321,7
2977,25,0345370775,0
2977,25,037570504X,5
2977,25,0375725784,3
2977,25,0385722206,0
2977,25,0425142485,0
2977,25,0440183057,0
2977,25,044021145X,0
2977,25,0440234743,0
2977,25,0449002632,8
2977,25,0449221504,0
2977,25,0451153553,0
2977,25,0452282152,7
2977,25,0553285343,0
2977,25,0553569058,0
2977,25,0670855030,0
2977,25,0671021001,9
2977,25,0671250671,0
2977,25,0684810387,0
2977,25,0767902521,0
2977,25,0767916069,0
2977,25,0786868619,0
2977,25,0805062971,0
2977,25,081297106X,0
2977,25,0971880107,0
3145,34,002026478X,0
3145,34,0064407667,0
3145,34,0312263120,0
3145,34,0345413903,0
3145,34,0345447840,0
3145,34,0425169863,0
3145,34,0425182908,7
3145,34,043936213X,0
3145,34,044021145X,9
3145,34,0446343455,8
3145,34,0446359866,9
3145,34,0446602612,0
3145,34,0446603422,0
3145,34,0446606383,0
3145,34,0446611611,8
3145,34,044661193X,9
3145,34,0446612790,0
3145,34,0451188462,0
3145,34,0553213148,0
3145,34,0553279912,0
3145,34,0670892963,0
3145,34,0743469801,9
3145,34,0842342702,0
3145,34,1573229326,5
3167,42,0061009059,0
3167,42,0142001805,0
3167,42,0345285549,0
3167,42,0345337662,5
3167,42,0345348109,0
3167,42,0345370775,9
3167,42,034540288X,7
3167,42,0380012863,8
3167,42,0425134350,0
3167,42,0425181464,8
3167,42,0440219078,10
3167,42,044023722X,0
3167,42,0440998050,10
3167,42,0515090174,7
3167,42,0515102652,0
3167,42,0553571656,0
3167,42,0671004107,9
3167,42,080410526X,6
3167,42,0812550706,10
3346,20,0316666343,9
3346,20,0345342968,0
3346,20,0345413350,8
3346,20,0380789035,6
3346,20,0552131059,0
3346,20,0552131067,7
3346,20,0553262505,0
3363,29,002542730X,0
3363,29,0028604199,0
3363,29,0060090367,0
3363,29,0060096195,0
3363,29,0060175400,0
3363,29,0060502258,0
3363,29,0060928336,0
3363,29,0060958022,0
3363,29,0060976497,0
3363,29,0060976845,0
3363,29,0060987103,0
3363,29,0060987529,0
3363,29,006098824X,10
3363,29,0064405176,10
3363,29,0064472272,0
3363,29,0064472795,10
3363,29,0070212570,0
3363,29,0140067477,0
3363,29,0140282033,0
3363,29,0140293248,0
3363,29,0312144075,0
3363,29,0312147015,0
3363,29,0312278586,0
3363,29,0312288115,0
3363,29,0312961324,0
3363,29,0316096199,10
3363,29,0316284955,0
3363,29,0316569321,0
3363,29,0316666343,0
3363,29,0345314255,0
3363,29,0345337662,0
3363,29,0345348036,0
3363,29,0345380371,0
3363,29,0345404114,0
3363,29,0345409671,0
3363,29,0345417623,0
3363,29,0345422384,0
3363,29,0345422392,0
3363,29,0345435796,0
3363,29,0345445848,0
3363,29,0345453387,8
3363,29,0373218400,0
3363,29,0373250118,7
3363,29,0373250126,8
3363,29,0373250142,0
3363,29,0373250282,0
3363,29,037570504X,0
3363,29,0375705856,0
3363,29,0375706771,0
3363,29,0375713751,0
3363,29,0375726403,0
3363,29,037582233X,0
3363,29,0380726254,0
3363,29,0380814021,10
3363,29,0380820293,0
3363,29,0380820447,0
3363,29,0380973545,10
3363,29,0385319037,0
3363,29,0385335482,0
3363,29,0385335830,0
3363,29,0385335881,0
3363,29,038533656X,0
3363,29,0385420161,0
3363,29,0385421982,0
3363,29,038542471X,0
3363,29,0385424728,0
3363,29,0385504209,0
3363,29,0385722435,10
3363,29,0385729332,0
3363,29,0425105334,0
3363,29,0425113884,0
3363,29,0425147363,0
3363,29,0425155404,0
3363,29,0425158616,0
3363,29,0425167720,0
3363,29,0425169863,0
3363,29,042517736X,0
3363,29,0440124344,0
3363,29,0440206154,0
3363,29,0440224675,0
3363,29,0440234743,0
3363,29,0440236673,0
3363,29,0446353205,0
3363,29,0446394521,0
3363,29,0446520802,0
3363,29,0446525774,0
3363,29,0446605581,0
3363,29,0446606812,0
3363,29,0446608653,0
3363,29,0446672211,10
3363,29,0446675059,0
3363,29,0446678457,0
3363,29,0446679364,0
3363,29,0449005615,0
3363,29,0449223345,0
3363,29,0449911004,0
3363,29,0451408888,0
3363,29,0452268060,0
3363,29,0452281784,0
3363,29,0452283027,0
3363,29,0515131229,0
3363,29,051513287X,0
3363,29,0517122707,0
3363,29,0553211404,0
3363,29,0553213164,10
3363,29,0553277472,0
3363,29,060980619X,0
3363,29,0670880728,0
3363,29,0671000314,0
3363,29,0671003755,0
3363,29,0671027344,9
3363,29,0671673688,0
3363,29,0671741209,0
3363,29,0679426159,0
3363,29,0679751602,8
3363,29,0679772677,0
3363,29,0684862719,0
3363,29,0743418174,0
3363,29,0767905180,0
3363,29,0767907817,0
3363,29,0767913000,0
3363,29,0786866586,0
3363,29,0786881852,0
3363,29,0786885688,0
3363,29,080410526X,0
3363,29,080411868X,0
3363,29,0805063897,0
3363,29,0842329218,0
3363,29,0842329242,0
3363,29,0894805770,0
3363,29,089480829X,0
3363,29,0971880107,0
3363,29,1551668998,0
3363,29,155874262X,0
3363,29,1558743316,0
3363,29,1558744150,0
3363,29,1558744606,0
3363,29,1558744630,0
3363,29,1558747028,0
3363,29,1565122968,0
3363,29,1573229385,0
3371,25,0060928336,0
3371,25,0070212570,10
3371,25,0312274920,0
3371,25,0312278586,0
3371,25,0373243286,0
3371,25,0373483503,0
3371,25,0373484003,7
3371,25,0373484410,5
3371,25,0425163407,0
3371,25,0425175405,8
3371,25,0440200989,0
3371,25,0440209412,0
3371,25,0440211263,0
3371,25,0440213029,0
3371,25,0440214041,0
3371,25,0440221595,0
3371,25,0440223237,0
3371,25,0440226430,9
3371,25,0440235596,0
3371,25,0446359866,0
3371,25,0446607193,0
3371,25,0446607207,0
3371,25,0449221504,0
3371,25,0451169530,10
3371,25,0515122734,9
3371,25,0515134368,0
3371,25,0553260111,0
3371,25,0553263226,0
3371,25,0553272837,0
3371,25,0671002481,0
3371,25,0671004573,7
3371,25,0671027581,0
3371,25,0671568175,0
3371,25,0671864173,0
3371,25,067976402X,0
3371,25,0684865742,0
3371,25,0743439740,10
3371,25,0767905385,0
3373,30,0060958022,0
3373,30,0312291639,8
3373,30,0312995423,5
3373,30,0316789089,0
3373,30,0345386132,5
3373,30,0375727345,7
3373,30,0380804697,7
3373,30,0385314698,0
3373,30,0399149155,8
3373,30,0425161242,3
3373,30,0425178765,0
3373,30,0425178951,5
3373,30,0440236703,5
3373,30,0449003787,7
3373,30,0451206711,0
3373,30,0452264464,10
3373,30,0671014919,6
3373,30,0671026011,0
3373,30,0671027360,5
3373,30,0671027387,5
3373,30,0684865742,0
3373,30,0767900383,0
3373,30,0786866276,0
3373,30,0884046818,0
3556,68,0064400581,0
3556,68,0345339681,0
3556,68,0345339703,0
3556,68,0345339711,0
3556,68,0345339738,0
3556,68,0385504209,10
3556,68,0385508042,9
3556,68,039914465X,0
3556,68,0440439884,10
3556,68,044651652X,10
3556,68,059030271X,0
3556,68,0671027360,10
3556,68,0684867621,0
3556,68,0842329129,0
3556,68,0842329250,0
3556,68,0842329269,0
3556,68,0842329277,10
3556,68,0971880107,0
3675,24,0375725849,10
3675,24,0451166892,0
3757,,0590660543,0
3757,,0880381736,0
3827,23,0060929790,0
3827,23,014029628X,6
3827,23,0312274920,8
3827,23,0345337662,7
3827,23,0345348036,9
3827,23,0345351525,8
3827,23,034538475X,8
3827,23,0345409671,8
3827,23,0345413350,7
3827,23,0345423402,7
3827,23,0385482388,0
3827,23,0394820371,0
3827,23,0553562614,10
3827,23,0765342987,10
3827,23,0804114986,10
3827,23,0826308791,8
4017,48,006000438X,10
4017,48,0060175966,9
4017,48,0060517794,10
4017,48,0060915544,8
4017,48,0060928336,0
4017,48,0060929871,9
4017,48,0060930187,10
4017,48,0060964049,9
4017,48,0140042598,10
4017,48,0140244824,10
4017,48,014028009X,9
4017,48,0142001740,0
4017,48,015600710X,10
4017,48,0156007754,9
4017,48,0156027321,0
4017,48,0312150601,5
4017,48,0312291639,0
4017,48,0316096199,10
4017,48,0316182540,0
4017,48,0316284955,0
4017,48,0316666343,10
4017,48,0316789844,10
4017,48,0316899984,5
4017,48,0345423291,9
4017,48,0345424719,10
4017,48,0345433491,9
4017,48,0345443284,10
4017,48,0374129983,0
4017,48,0375406530,10
4017,48,0375500510,10
4017,48,0375502238,0
4017,48,0375506039,0
4017,48,037570504X,10
4017,48,0375705856,9
4017,48,0375707972,10
4017,48,0380730138,9
4017,48,0385265700,9
4017,48,038533334X,10
4017,48,0385486804,10
4017,48,0385502532,9
4017,48,0399142789,10
4017,48,0399146431,0
4017,48,0446310786,10
4017,48,0446516538,7
4017,48,0446677450,10
4017,48,0449911004,8
4017,48,0452260116,9
4017,48,0452280621,10
4017,48,0452282829,10
4017,48,0452283205,0
4017,48,0553275976,0
4017,48,059035342X,0
4017,48,0670892963,8
4017,48,0671038184,10
4017,48,0671510053,10
4017,48,067976402X,10
4017,48,0679774025,8
4017,48,0679781587,9
4017,48,068484267X,10
4017,48,068484477X,5
4017,48,0688177859,7
4017,48,0743407083,0
4017,48,0743411331,0
4017,48,0743439740,10
4017,48,0786866276,0
4017,48,0786866586,0
4017,48,0786868716,0
4017,48,0786881852,0
4017,48,0802139256,0
4017,48,0804106304,0
4017,48,1565122968,10
4017,48,1573225789,9
4017,48,1931561648,0
4092,27,0345313151,0
4092,27,0345314255,0
4092,27,0380002930,0
4092,27,0439064872,0
4092,27,0439136369,0
4092,27,0451156609,0
4092,27,0451176464,6
4092,27,0451186362,0
4092,27,059035342X,0
4092,27,0671027360,7
4092,27,0767905385,0
4092,27,0812548051,0
4092,27,0971880107,0
4131,51,0380728133,8
4131,51,0451161351,0
4131,51,0590660543,9
4131,51,0971880107,1
4157,39,0060392452,8
4157,39,0312195516,0
4157,39,0316601950,0
4157,39,0316779237,10
4157,39,0380727501,8
4157,39,0385484518,0
4157,39,0385512104,0
4157,39,0440206154,9
4157,39,0446532231,0
4157,39,0446604275,0
4157,39,0446608262,0
4157,39,0449217264,0
4157,39,0515095826,0
4157,39,0684848783,0
4334,38,0060392452,6
4334,38,0316666343,0
4334,38,0316780375,0
4334,38,0345459202,0
4334,38,0385504209,0
4334,38,0451137965,8
4334,38,0451149513,8
4334,38,0451177096,7
4385,33,0373484410,0
4385,33,0440221471,10
4385,33,0446600342,10
4385,33,0786868716,0
4622,18,0060175400,10
4622,18,0060199652,0
4622,18,0060915544,0
4622,18,0140177396,8
4622,18,0156027321,0
4622,18,0312305060,0
4622,18,031242227X,0
4622,18,034540288X,4
4622,18,0375702709,0
4622,18,0385336179,10
4622,18,0679430946,0
4622,18,0684801221,0
4622,18,0684833395,0
4622,18,0767914767,8
4622,18,080410526X,0
4896,18,0399142789,0
4896,18,0439064872,10
4896,18,043935806X,0
4896,18,059035342X,0
4896,18,0874776945,0
4938,30,006101351X,7
4938,30,0316089699,0
4938,30,0345313860,10
4938,30,0345384369,0
4938,30,0385492081,7
4938,30,0425115801,9
4938,30,042513525X,7
4938,30,0425185710,0
4938,30,0425191184,0
4938,30,0440220602,8
4938,30,0441790348,10
4938,30,0451156609,10
4938,30,0451184963,0
4938,30,0515095826,8
4938,30,0515127221,8
4938,30,0679781587,0
4938,30,0684862719,8
5331,26,0091867770,10
5331,26,0099245027,0
5331,26,0440213525,0
5331,26,0440225701,0
5331,26,044023722X,0
5350,20,0552134651,5
5350,20,3492045170,0
5439,66,0060915544,0
5439,66,0060928336,8
5439,66,0060938455,9
5439,66,0060976845,0
5439,66,014023313X,0
5439,66,0140293248,0
5439,66,0312306326,0
5439,66,0312966091,0
5439,66,031298328X,0
5439,66,0312983867,0
5439,66,0312990456,0
5439,66,0345342968,0
5439,66,0345389964,0
5439,66,0345446860,0
5439,66,0375504613,8
5439,66,0394820371,0
5439,66,0446672211,0
5439,66,0553271636,0
5439,66,0671001795,8
5439,66,0679751521,0
5439,66,0805063889,0
5439,66,0805063897,10
5483,20,0060502258,0
5483,20,0373218192,0
5483,20,0373484429,0
5483,20,0380718332,0
5483,20,0380718340,0
5483,20,0399149325,0
5483,20,0425119653,0
5483,20,0425153975,0
5483,20,0425154092,0
5483,20,0425169863,0
5483,20,0425178579,0
5483,20,0440211263,0
5483,20,0440214041,0
5483,20,0446364193,0
5483,20,0446608955,0
5483,20,0446611808,0
5483,20,0449227421,0
5483,20,0515128554,0
5483,20,0515135062,0
5483,20,0553579983,0
5483,20,0679781587,0
5483,20,0804114986,8
5483,20,1551669498,0
5539,32,0060928336,0
5539,32,0142001740,8
5539,32,0156007479,0
5539,32,0312144075,0
5539,32,0312274920,0
5539,32,0316284955,0
5539,32,0345339681,10
5539,32,0345423402,8
5539,32,0385490445,10
5539,32,0385720106,0
5539,32,0446602612,0
5539,32,0446607711,0
5539,32,0446679593,0
5539,32,0449002632,0
5539,32,0449005615,0
5539,32,0451206525,9
5539,32,0451208765,6
5539,32,0618129022,10
5539,32,0671027387,10
5539,32,0684874350,0
5539,32,0786868619,0
5539,32,0804114986,0
5543,29,0345370775,0
5543,29,0451167317,0
5543,29,0553573403,0
5543,29,0971880107,0
5582,26,014028009X,10
5582,26,0140293248,9
5582,26,0312966970,10
